SEASON_ID,GAME_DATE,GAME_ID,HOME_TEAM_ID,HOME_TEAM,MATCHUP,WL,VISITOR_TEAM,VISITOR_TEAM_ID,HOME_WIN,W_pct_home,FG_pct_home,FG3_pct_home,FT_pct_home,RPG_home,APG_home,TO_PG_home,SPG_home,BPG_home,PPG_home,W_pct_visitor,FG_pct_visitor,FG3_pct_visitor,FT_pct_visitor,RPG_visitor,APG_visitor,TO_PG_visitor,SPG_visitor,BPG_visitor,PPG_visitor
22023,2024-04-05,22301120,1610612745,HOU,HOU vs. MIA,L,MIA,1610612748,0,0.268,0.457,0.327,0.754,46.28048780487805,22.37804878048781,16.24390243902439,7.317073170731708,4.560975609756097,110.7439024390244,0.537,0.46,0.344,0.831,40.59756097560975,23.841463414634145,13.48780487804878,7.987804878048781,2.9634146341463414,109.47560975609755
22023,2024-04-05,22301122,1610612749,MIL,MIL vs. TOR,L,TOR,1610612761,0,0.707,0.473,0.368,0.743,48.63414634146341,25.79268292682927,14.621951219512194,6.353658536585366,4.914634146341464,116.9390243902439,0.5,0.459,0.335,0.784,43.02439024390244,23.914634146341463,11.658536585365852,9.414634146341465,5.170731707317073,112.85365853658536
22023,2024-04-05,22301123,1610612740,NOP,NOP vs. SAS,L,SAS,1610612759,0,0.512,0.48,0.364,0.793,43.69512195121951,25.87804878048781,14.585365853658535,8.304878048780488,4.109756097560975,114.36585365853658,0.268,0.465,0.345,0.743,43.707317073170735,27.21951219512195,15.28048780487805,6.975609756097561,3.926829268292683,113.03658536585364
22023,2024-04-05,22301121,1610612763,MEM,MEM vs. DET,W,DET,1610612765,1,0.622,0.475,0.351,0.733,46.6219512195122,26.036585365853657,13.609756097560975,8.292682926829269,5.7682926829268295,116.91463414634148,0.207,0.454,0.351,0.771,42.4390243902439,22.97560975609756,15.085365853658535,7.0,3.7560975609756095,110.3048780487805
22023,2024-04-05,22301097,1610612742,DAL,DAL vs. GSW,W,GSW,1610612744,1,0.463,0.475,0.371,0.755,38.792682926829265,22.92682926829268,12.21951219512195,6.2682926829268295,3.707317073170732,114.21951219512196,0.537,0.479,0.385,0.794,44.59756097560975,29.82926829268293,16.29268292682927,7.170731707317073,3.951219512195122,118.9390243902439
22023,2024-04-05,22301118,1610612738,BOS,BOS vs. SAC,W,SAC,1610612758,1,0.695,0.475,0.377,0.812,45.329268292682926,26.658536585365855,13.353658536585366,6.353658536585366,5.2439024390243905,117.9390243902439,0.585,0.494,0.369,0.79,42.45121951219512,27.28048780487805,13.48780487804878,7.0,3.3536585365853657,120.70731707317071
22023,2024-04-05,22301119,1610612741,CHI,CHI vs. NYK,W,NYK,1610612752,1,0.488,0.49,0.361,0.809,42.35365853658536,24.463414634146343,13.378048780487806,7.853658536585366,4.524390243902439,113.1219512195122,0.573,0.47,0.354,0.761,46.59756097560975,22.92682926829268,12.98780487804878,6.426829268292683,4.146341463414634,116.02439024390245
22023,2024-04-05,22301126,1610612746,LAC,LAC vs. UTA,W,UTA,1610612762,1,0.537,0.477,0.381,0.781,43.23170731707317,23.890243902439025,14.231707317073171,7.073170731707317,4.439024390243903,113.58536585365852,0.451,0.473,0.353,0.786,45.8780487804878,25.963414634146343,15.353658536585366,6.097560975609756,5.2317073170731705,117.07317073170732
22023,2024-04-05,22301125,1610612756,PHX,PHX vs. MIN,W,MIN,1610612750,1,0.549,0.467,0.374,0.793,44.24390243902439,27.25609756097561,13.53658536585366,7.134146341463414,5.2682926829268295,113.64634146341464,0.512,0.49,0.365,0.755,41.890243902439025,26.158536585365855,15.341463414634148,8.012195121951219,5.414634146341464,115.78048780487804
22023,2024-04-04,22301113,1610612745,HOU,HOU vs. GSW,L,GSW,1610612744,0,0.268,0.457,0.327,0.754,46.28048780487805,22.37804878048781,16.24390243902439,7.317073170731708,4.560975609756097,110.7439024390244,0.537,0.479,0.385,0.794,44.59756097560975,29.82926829268293,16.29268292682927,7.170731707317073,3.951219512195122,118.9390243902439
22023,2024-04-04,22301114,1610612746,LAC,LAC vs. DEN,W,DEN,1610612743,1,0.537,0.477,0.381,0.781,43.23170731707317,23.890243902439025,14.231707317073171,7.073170731707317,4.439024390243903,113.58536585365852,0.646,0.504,0.379,0.751,43.01219512195122,28.87804878048781,14.53658536585366,7.536585365853658,4.487804878048781,115.79268292682929
22023,2024-04-04,22301111,1610612748,MIA,MIA vs. PHI,L,PHI,1610612755,0,0.537,0.46,0.344,0.831,40.59756097560975,23.841463414634145,13.48780487804878,7.987804878048781,2.9634146341463414,109.47560975609755,0.659,0.487,0.387,0.835,40.926829268292686,25.158536585365855,13.670731707317072,7.7439024390243905,4.7439024390243905,115.21951219512196
22023,2024-04-04,22301124,1610612742,DAL,DAL vs. ATL,W,ATL,1610612737,1,0.463,0.475,0.371,0.755,38.792682926829265,22.92682926829268,12.21951219512195,6.2682926829268295,3.707317073170732,114.21951219512196,0.5,0.483,0.352,0.818,44.3780487804878,24.98780487804878,12.926829268292684,7.073170731707317,4.890243902439025,118.42682926829268
22023,2024-04-04,22301112,1610612752,NYK,NYK vs. SAC,W,SAC,1610612758,1,0.573,0.47,0.354,0.761,46.59756097560975,22.92682926829268,12.98780487804878,6.426829268292683,4.146341463414634,116.02439024390245,0.585,0.494,0.369,0.79,42.45121951219512,27.28048780487805,13.48780487804878,7.0,3.3536585365853657,120.70731707317071
22023,2024-04-03,22301108,1610612750,MIN,MIN vs. TOR,W,TOR,1610612761,1,0.512,0.49,0.365,0.755,41.890243902439025,26.158536585365855,15.341463414634148,8.012195121951219,5.414634146341464,115.78048780487804,0.5,0.459,0.335,0.784,43.02439024390244,23.914634146341463,11.658536585365852,9.414634146341465,5.170731707317073,112.85365853658536
22023,2024-04-03,22301109,1610612740,NOP,NOP vs. ORL,L,ORL,1610612753,0,0.512,0.48,0.364,0.793,43.69512195121951,25.87804878048781,14.585365853658535,8.304878048780488,4.109756097560975,114.36585365853658,0.415,0.47,0.346,0.784,43.24390243902439,23.24390243902439,15.073170731707316,7.353658536585366,4.658536585365853,111.41463414634148
22023,2024-04-03,22301103,1610612764,WAS,WAS vs. LAL,L,LAL,1610612747,0,0.427,0.485,0.356,0.785,43.63414634146341,25.402439024390244,14.121951219512194,6.841463414634147,5.170731707317073,113.15853658536584,0.524,0.482,0.346,0.775,45.707317073170735,25.26829268292683,14.073170731707316,6.414634146341464,4.609756097560975,117.17073170731707
22023,2024-04-03,22301110,1610612756,PHX,PHX vs. CLE,W,CLE,1610612739,1,0.549,0.467,0.374,0.793,44.24390243902439,27.25609756097561,13.53658536585366,7.134146341463414,5.2682926829268295,113.64634146341464,0.622,0.488,0.367,0.78,41.08536585365854,24.9390243902439,13.341463414634148,7.146341463414634,4.682926829268292,112.2560975609756
22023,2024-04-03,22301102,1610612766,CHA,CHA vs. POR,L,POR,1610612757,0,0.329,0.457,0.33,0.749,44.53658536585366,25.146341463414632,14.195121951219512,7.731707317073171,5.182926829268292,110.95121951219512,0.402,0.474,0.365,0.796,40.54878048780488,24.158536585365855,14.451219512195122,6.7439024390243905,4.585365853658536,113.40243902439023
22023,2024-04-03,22301104,1610612737,ATL,ATL vs. DET,W,DET,1610612765,1,0.5,0.483,0.352,0.818,44.3780487804878,24.98780487804878,12.926829268292684,7.073170731707317,4.890243902439025,118.42682926829268,0.207,0.454,0.351,0.771,42.4390243902439,22.97560975609756,15.085365853658535,7.0,3.7560975609756095,110.3048780487805
22023,2024-04-03,22301106,1610612751,BKN,BKN vs. IND,W,IND,1610612754,1,0.549,0.487,0.378,0.8,40.51219512195122,25.52439024390244,13.74390243902439,7.134146341463414,6.170731707317073,113.35365853658536,0.427,0.469,0.367,0.79,41.54878048780488,26.98780487804878,14.926829268292684,7.695121951219512,5.829268292682927,116.28048780487804
22023,2024-04-03,22301107,1610612749,MIL,MIL vs. MEM,L,MEM,1610612763,0,0.707,0.473,0.368,0.743,48.63414634146341,25.79268292682927,14.621951219512194,6.353658536585366,4.914634146341464,116.9390243902439,0.622,0.475,0.351,0.733,46.6219512195122,26.036585365853657,13.609756097560975,8.292682926829269,5.7682926829268295,116.91463414634148
22023,2024-04-03,22301105,1610612738,BOS,BOS vs. OKC,W,OKC,1610612760,1,0.695,0.475,0.377,0.812,45.329268292682926,26.658536585365855,13.353658536585366,6.353658536585366,5.2439024390243905,117.9390243902439,0.488,0.465,0.356,0.809,43.65853658536585,24.414634146341463,13.048780487804878,8.24390243902439,4.158536585365853,117.47560975609755
22023,2024-04-02,22301100,1610612762,UTA,UTA vs. CLE,L,CLE,1610612739,0,0.451,0.473,0.353,0.786,45.8780487804878,25.963414634146343,15.353658536585366,6.097560975609756,5.2317073170731705,117.07317073170732,0.622,0.488,0.367,0.78,41.08536585365854,24.9390243902439,13.341463414634148,7.146341463414634,4.682926829268292,112.2560975609756
22023,2024-04-02,22301094,1610612761,TOR,TOR vs. LAL,L,LAL,1610612747,0,0.5,0.459,0.335,0.784,43.02439024390244,23.914634146341463,11.658536585365852,9.414634146341465,5.170731707317073,112.85365853658536,0.524,0.482,0.346,0.775,45.707317073170735,25.26829268292683,14.073170731707316,6.414634146341464,4.609756097560975,117.17073170731707
22023,2024-04-02,22301096,1610612748,MIA,MIA vs. NYK,W,NYK,1610612752,1,0.537,0.46,0.344,0.831,40.59756097560975,23.841463414634145,13.48780487804878,7.987804878048781,2.9634146341463414,109.47560975609755,0.573,0.47,0.354,0.761,46.59756097560975,22.92682926829268,12.98780487804878,6.426829268292683,4.146341463414634,116.02439024390245
22023,2024-04-02,22301101,1610612758,SAC,SAC vs. LAC,W,LAC,1610612746,1,0.585,0.494,0.369,0.79,42.45121951219512,27.28048780487805,13.48780487804878,7.0,3.3536585365853657,120.70731707317071,0.537,0.477,0.381,0.781,43.23170731707317,23.890243902439025,14.231707317073171,7.073170731707317,4.439024390243903,113.58536585365852
22023,2024-04-02,22301098,1610612750,MIN,MIN vs. HOU,W,HOU,1610612745,1,0.512,0.49,0.365,0.755,41.890243902439025,26.158536585365855,15.341463414634148,8.012195121951219,5.414634146341464,115.78048780487804,0.268,0.457,0.327,0.754,46.28048780487805,22.37804878048781,16.24390243902439,7.317073170731708,4.560975609756097,110.7439024390244
22023,2024-04-02,22300589,1610612744,GSW,GSW vs. DAL,W,DAL,1610612742,1,0.537,0.479,0.385,0.794,44.59756097560975,29.82926829268293,16.29268292682927,7.170731707317073,3.951219512195122,118.9390243902439,0.463,0.475,0.371,0.755,38.792682926829265,22.92682926829268,12.21951219512195,6.2682926829268295,3.707317073170732,114.21951219512196
22023,2024-04-02,22301095,1610612764,WAS,WAS vs. MIL,W,MIL,1610612749,1,0.427,0.485,0.356,0.785,43.63414634146341,25.402439024390244,14.121951219512194,6.841463414634147,5.170731707317073,113.15853658536584,0.707,0.473,0.368,0.743,48.63414634146341,25.79268292682927,14.621951219512194,6.353658536585366,4.914634146341464,116.9390243902439
22023,2024-04-02,22301099,1610612743,DEN,DEN vs. SAS,W,SAS,1610612759,1,0.646,0.504,0.379,0.751,43.01219512195122,28.87804878048781,14.53658536585366,7.536585365853658,4.487804878048781,115.79268292682929,0.268,0.465,0.345,0.743,43.707317073170735,27.21951219512195,15.28048780487805,6.975609756097561,3.926829268292683,113.03658536585364
22023,2024-04-02,22301093,1610612755,PHI,PHI vs. OKC,W,OKC,1610612760,1,0.659,0.487,0.387,0.835,40.926829268292686,25.158536585365855,13.670731707317072,7.7439024390243905,4.7439024390243905,115.21951219512196,0.488,0.465,0.356,0.809,43.65853658536585,24.414634146341463,13.048780487804878,8.24390243902439,4.158536585365853,117.47560975609755
22023,2024-04-01,22301087,1610612766,CHA,CHA vs. BOS,L,BOS,1610612738,0,0.329,0.457,0.33,0.749,44.53658536585366,25.146341463414632,14.195121951219512,7.731707317073171,5.182926829268292,110.95121951219512,0.695,0.475,0.377,0.812,45.329268292682926,26.658536585365855,13.353658536585366,6.353658536585366,5.2439024390243905,117.9390243902439
22023,2024-04-01,22301092,1610612740,NOP,NOP vs. PHX,L,PHX,1610612756,0,0.512,0.48,0.364,0.793,43.69512195121951,25.87804878048781,14.585365853658535,8.304878048780488,4.109756097560975,114.36585365853658,0.549,0.467,0.374,0.793,44.24390243902439,27.25609756097561,13.53658536585366,7.134146341463414,5.2682926829268295,113.64634146341464
22023,2024-04-01,22301089,1610612754,IND,IND vs. BKN,W,BKN,1610612751,1,0.427,0.469,0.367,0.79,41.54878048780488,26.98780487804878,14.926829268292684,7.695121951219512,5.829268292682927,116.28048780487804,0.549,0.487,0.378,0.8,40.51219512195122,25.52439024390244,13.74390243902439,7.134146341463414,6.170731707317073,113.35365853658536
22023,2024-04-01,22301088,1610612765,DET,DET vs. MEM,L,MEM,1610612763,0,0.207,0.454,0.351,0.771,42.4390243902439,22.97560975609756,15.085365853658535,7.0,3.7560975609756095,110.3048780487805,0.622,0.475,0.351,0.733,46.6219512195122,26.036585365853657,13.609756097560975,8.292682926829269,5.7682926829268295,116.91463414634148
22023,2024-04-01,22301091,1610612741,CHI,CHI vs. ATL,L,ATL,1610612737,0,0.488,0.49,0.361,0.809,42.35365853658536,24.463414634146343,13.378048780487806,7.853658536585366,4.524390243902439,113.1219512195122,0.5,0.483,0.352,0.818,44.3780487804878,24.98780487804878,12.926829268292684,7.073170731707317,4.890243902439025,118.42682926829268
22023,2024-04-01,22301090,1610612753,ORL,ORL vs. POR,W,POR,1610612757,1,0.415,0.47,0.346,0.784,43.24390243902439,23.24390243902439,15.073170731707316,7.353658536585366,4.658536585365853,111.41463414634148,0.402,0.474,0.365,0.796,40.54878048780488,24.158536585365855,14.451219512195122,6.7439024390243905,4.585365853658536,113.40243902439023
22023,2024-03-31,22301079,1610612766,CHA,CHA vs. LAC,L,LAC,1610612746,0,0.329,0.457,0.33,0.749,44.53658536585366,25.146341463414632,14.195121951219512,7.731707317073171,5.182926829268292,110.95121951219512,0.537,0.477,0.381,0.781,43.23170731707317,23.890243902439025,14.231707317073171,7.073170731707317,4.439024390243903,113.58536585365852
22023,2024-03-31,22301085,1610612759,SAS,SAS vs. GSW,L,GSW,1610612744,0,0.268,0.465,0.345,0.743,43.707317073170735,27.21951219512195,15.28048780487805,6.975609756097561,3.926829268292683,113.03658536585364,0.537,0.479,0.385,0.794,44.59756097560975,29.82926829268293,16.29268292682927,7.170731707317073,3.951219512195122,118.9390243902439
22023,2024-03-31,22301078,1610612751,BKN,BKN vs. LAL,L,LAL,1610612747,0,0.549,0.487,0.378,0.8,40.51219512195122,25.52439024390244,13.74390243902439,7.134146341463414,6.170731707317073,113.35365853658536,0.524,0.482,0.346,0.775,45.707317073170735,25.26829268292683,14.073170731707316,6.414634146341464,4.609756097560975,117.17073170731707
22023,2024-03-31,22301082,1610612752,NYK,NYK vs. OKC,L,OKC,1610612760,0,0.573,0.47,0.354,0.761,46.59756097560975,22.92682926829268,12.98780487804878,6.426829268292683,4.146341463414634,116.02439024390245,0.488,0.465,0.356,0.809,43.65853658536585,24.414634146341463,13.048780487804878,8.24390243902439,4.158536585365853,117.47560975609755
22023,2024-03-31,22301083,1610612745,HOU,HOU vs. DAL,L,DAL,1610612742,0,0.268,0.457,0.327,0.754,46.28048780487805,22.37804878048781,16.24390243902439,7.317073170731708,4.560975609756097,110.7439024390244,0.463,0.475,0.371,0.755,38.792682926829265,22.92682926829268,12.21951219512195,6.2682926829268295,3.707317073170732,114.21951219512196
22023,2024-03-31,22301077,1610612743,DEN,DEN vs. CLE,W,CLE,1610612739,1,0.646,0.504,0.379,0.751,43.01219512195122,28.87804878048781,14.53658536585366,7.536585365853658,4.487804878048781,115.79268292682929,0.622,0.488,0.367,0.78,41.08536585365854,24.9390243902439,13.341463414634148,7.146341463414634,4.682926829268292,112.2560975609756
22023,2024-03-31,22301080,1610612761,TOR,TOR vs. PHI,L,PHI,1610612755,0,0.5,0.459,0.335,0.784,43.02439024390244,23.914634146341463,11.658536585365852,9.414634146341465,5.170731707317073,112.85365853658536,0.659,0.487,0.387,0.835,40.926829268292686,25.158536585365855,13.670731707317072,7.7439024390243905,4.7439024390243905,115.21951219512196
22023,2024-03-31,22301081,1610612764,WAS,WAS vs. MIA,L,MIA,1610612748,0,0.427,0.485,0.356,0.785,43.63414634146341,25.402439024390244,14.121951219512194,6.841463414634147,5.170731707317073,113.15853658536584,0.537,0.46,0.344,0.831,40.59756097560975,23.841463414634145,13.48780487804878,7.987804878048781,2.9634146341463414,109.47560975609755
22023,2024-03-31,22301084,1610612750,MIN,MIN vs. CHI,L,CHI,1610612741,0,0.512,0.49,0.365,0.755,41.890243902439025,26.158536585365855,15.341463414634148,8.012195121951219,5.414634146341464,115.78048780487804,0.488,0.49,0.361,0.809,42.35365853658536,24.463414634146343,13.378048780487806,7.853658536585366,4.524390243902439,113.1219512195122
22023,2024-03-31,22301086,1610612758,SAC,SAC vs. UTA,W,UTA,1610612762,1,0.585,0.494,0.369,0.79,42.45121951219512,27.28048780487805,13.48780487804878,7.0,3.3536585365853657,120.70731707317071,0.451,0.473,0.353,0.786,45.8780487804878,25.963414634146343,15.353658536585366,6.097560975609756,5.2317073170731705,117.07317073170732
22023,2024-03-30,22301074,1610612740,NOP,NOP vs. BOS,L,BOS,1610612738,0,0.512,0.48,0.364,0.793,43.69512195121951,25.87804878048781,14.585365853658535,8.304878048780488,4.109756097560975,114.36585365853658,0.695,0.475,0.377,0.812,45.329268292682926,26.658536585365855,13.353658536585366,6.353658536585366,5.2439024390243905,117.9390243902439
22023,2024-03-30,22301075,1610612753,ORL,ORL vs. MEM,W,MEM,1610612763,1,0.415,0.47,0.346,0.784,43.24390243902439,23.24390243902439,15.073170731707316,7.353658536585366,4.658536585365853,111.41463414634148,0.622,0.475,0.351,0.733,46.6219512195122,26.036585365853657,13.609756097560975,8.292682926829269,5.7682926829268295,116.91463414634148
22023,2024-03-30,22301076,1610612737,ATL,ATL vs. MIL,L,MIL,1610612749,0,0.5,0.483,0.352,0.818,44.3780487804878,24.98780487804878,12.926829268292684,7.073170731707317,4.890243902439025,118.42682926829268,0.707,0.473,0.368,0.743,48.63414634146341,25.79268292682927,14.621951219512194,6.353658536585366,4.914634146341464,116.9390243902439
22023,2024-03-29,22301073,1610612758,SAC,SAC vs. DAL,L,DAL,1610612742,0,0.585,0.494,0.369,0.79,42.45121951219512,27.28048780487805,13.48780487804878,7.0,3.3536585365853657,120.70731707317071,0.463,0.475,0.371,0.755,38.792682926829265,22.92682926829268,12.21951219512195,6.2682926829268295,3.707317073170732,114.21951219512196
22023,2024-03-29,22301072,1610612762,UTA,UTA vs. HOU,L,HOU,1610612745,0,0.451,0.473,0.353,0.786,45.8780487804878,25.963414634146343,15.353658536585366,6.097560975609756,5.2317073170731705,117.07317073170732,0.268,0.457,0.327,0.754,46.28048780487805,22.37804878048781,16.24390243902439,7.317073170731708,4.560975609756097,110.7439024390244
22023,2024-03-29,22301065,1610612764,WAS,WAS vs. DET,L,DET,1610612765,0,0.427,0.485,0.356,0.785,43.63414634146341,25.402439024390244,14.121951219512194,6.841463414634147,5.170731707317073,113.15853658536584,0.207,0.454,0.351,0.771,42.4390243902439,22.97560975609756,15.085365853658535,7.0,3.7560975609756095,110.3048780487805
22023,2024-03-29,22301071,1610612743,DEN,DEN vs. MIN,L,MIN,1610612750,0,0.646,0.504,0.379,0.751,43.01219512195122,28.87804878048781,14.53658536585366,7.536585365853658,4.487804878048781,115.79268292682929,0.512,0.49,0.365,0.755,41.890243902439025,26.158536585365855,15.341463414634148,8.012195121951219,5.414634146341464,115.78048780487804
22023,2024-03-29,22301064,1610612753,ORL,ORL vs. LAC,L,LAC,1610612746,0,0.415,0.47,0.346,0.784,43.24390243902439,23.24390243902439,15.073170731707316,7.353658536585366,4.658536585365853,111.41463414634148,0.537,0.477,0.381,0.781,43.23170731707317,23.890243902439025,14.231707317073171,7.073170731707317,4.439024390243903,113.58536585365852
